student id, public1 wirelength, public1 runtime, public2 wirelength, public2 runtime, public3 wirelength, public3 runtime, public4 wirelength, public4 runtime, status
112065504, 174955530, 27.65, 28562687, 595.03, 2010413, 30.50, 63278450, 19.62, 
